domain,keyword,company_url
https://www.centurylink.com/,AWS cloud,https://www.centurylink.com/aws
http://www.convera.com/,AWS,https://convera.com/data-center-migration/
http://www.chanel.com/,AWS,https://www.chanel.com/us/chanel-next-prize/2024/tolia-astakhishvili/
http://www.crru.ac.th/,AWS,https://aritc.crru.ac.th/news/detail?id=616
https://www.csc.com.tw/csc_e/gc/gro_ste_p5.html,AWS,https://www.csc.com.tw/csc_e/pd/inta/inta.html
https://www.csc.com.tw/,VPC,https://www.csc.com.tw/csc/ts/ena/pdf/no37/pages/17-Scalable%20AI%20Training%20in%20Hybrid%20Cloud%20Environments%20for%20Enhancing%20Edge%20Model%20Retraining%20Efficiency.pdf
https://www.chubb.com/,AWS,https://www.chubb.com/content/dam/chubb-sites/chubb-com/uk-en/about-us/europe-financial-information/documents/pdf/2021-esg-report-english.pdf
http://www.cleartechnologies.net/,AWS,https://www.cleartechnologies.net/searching-for-your-next-data-center-clear-technologies-can-help/
http://www.cloudreadysolutions.com.au/,EC2,https://www.cloudreadysolutions.com.au/nimesa-distributor
http://www.cloudreadysolutions.com.au/,RDS,https://www.cloudreadysolutions.com.au/nimesa-distributor
http://www.cloudcardinc.com,AWS cloud,https://www.cloudcardinc.com/jobs/senior-devops-engineer/
http://www.cloudcardinc.com,CodePipeline,https://www.cloudcardinc.com/jobs/senior-devops-engineer/
https://cloudec.com.au/,AWS,https://cloudec.com.au/finops-services/aws-cfm/
https://www.ziffdavis.com/,AWS,https://www.ziffdavis.com/about/news/stephen-bye-we-help-our-customers-serve-their-customers-better
https://www.ziffdavis.com/,Shield,https://www.ziffdavis.com/about/news/7-best-network-scanners-network-analysis-management-tools
https://www.cnnindonesia.com,AWS,https://www.cnnindonesia.com/ekonomi/20240827175540-625-1138200/telkomsel-dan-aws-tuntaskan-program-inklusi-digital-terampil-di-awan
http://www.coatesgroup.com/,AWS,https://coatesgroup.com/insights/thought-leadership/interview-coates-x-aws
https://www.ccamatil.com/id,S3,https://www.cocacolaep.com/assets/Global/Investors/2024-Annual-Report/2024-CCEP-Annual-Report-and-Form-20-F-print-version.pdf
http://www.cocacolaep.com/,AWS,https://www.cocacolaep.com/sustainability/this-is-forward/water/
http://www.cocacolaep.com/,Glue,https://www.cocacolaep.com/assets/Global/Investors/2024-Annual-Report/2024-CCEP-Annual-Report-and-Form-20-F-print-version.pdf
http://www.cogitogroup.net/,Amazon EC2,https://cogitogroup.net/pros-and-cons-of-amazon-web-services/
http://www.cogitogroup.net/,AWS,https://cogitogroup.net/pros-and-cons-of-amazon-web-services/
http://www.cohnreznick.com/,AWS,https://www.cohnreznick.com/insights/federal-agencies-relief-cyber-compliance
http://www.commend.com.au/,Shield,https://www.commend.com/de/jobs/jobs-bei-commend-in-salzburg/detail/senior-intercom-developer-position/
https://www.imperosoftware.com/,AWS,https://www.ativion.com/amazon-nova-in-eu-and-asia-pacific-announcement/
http://www.corsec.com/,AWS,https://www.corsec.com/cmvp-interim/
http://www.corsec.com/,Lambda,https://www.corsec.com/cmvp-interim/
https://www.cotelligent.com/,RDS,https://www.cotelligent.com/resources/aws-iam-comprehensive-guide-for-cloud-security-132
http://www.coursemonster.com/,AWS cloud,https://www.coursemonster.com/training-courses/aws-cloud-practitioner-essentials
http://www.coursemonster.com/,AWS Lambda,https://www.coursemonster.com/training-courses/building-streaming-data-analytics-solutions-on-aws-GK7400
http://www.cpaaustralia.com.au/,AWS,https://www.cpaaustralia.com.au/tools-and-resources/podcasts/career-skills/financial-data-simplified
http://www.cpaaustralia.com.au/,Amazon S3,https://www.cpaaustralia.com.au/-/media/corporate/allfiles/document/professional-resources/ethics/cg-fs-casestudies.pdf?la=en&rev=20e88f19dde1401daa5db44807d3c870
http://www.crown.com/,S3,https://www.crown.com/content/dam/crown/pdfs/en-us/brochures/products/allied-products-catalog.pdf
https://www.cslee.co.kr/,AWS,https://www.cslee.co.kr/performance.html
http://www.ctmps.com/,AWS,https://www.ctmps.com/solution/account-management/
http://www.cubesys.com.au/,EC2,https://www.cubesys.com.au/blog/aws-you-can-now-set-data-owner-on-your-s3-bucket
http://www.cummins.com/,AWS,https://www.cummins.com/sites/default/files/2023-10/mta-docs/installation/03_5-66733H_Rev_C.pdf
http://www.curtin.edu.my/,AWS,https://engsci.curtin.edu.my/departments/electrical-and-computer-engineering/staff/tuong-thuy-vu/
http://www.cybercx.com.au/,AWS cloud,https://cybercx.com.au/about-cybercx/aws/
http://www.cybercx.com.au/,WAF,https://cybercx.com.au/about-cybercx/aws-security-and-compliance/
http://www.daolts.co.kr/,AWS,https://www.daolts.co.kr/en/boards/newsdetail/100034
https://www.3ds.com/about/company/office-locations/japan,IAM,https://www.3ds.com/support/cloud/frequently-asked-questions
http://www.data3.com/,S3,https://www.data3.com/wp-content/uploads/2025/05/Data3-Azure-Cloud-for-Modernization-of-Apps-Data-and-AI-Suva.pdf
http://www.datamossa.com/,AWS,https://status.datamossa.com/
http://www.datamossa.com/,CloudFront,https://status.datamossa.com/
http://www.datcom.com.au/,IAM,https://datcom.com.au/blog/cloud-security-and-penetration-testing
http://www.dbschenker.com/,AWS,https://www.dbschenker.com/tscnanjing-en/news/tsc-news/-success-story-how-to-run-devops-tips-from-tsc-nanjing-webclaims-669266
http://www.defenxor.com/,S3,https://www.defenxor.com/en/blog/cara-identifikasi-misconfiguration-aws-s3-bucket-lakukan-segera-untuk-mengamankan-aset-anda-2/
http://www.dentsplysirona.com/,AWS,https://www.dentsplysirona.com/content/dam/master/regions-countries/north-america/campaigns-promotions/2020/infection-prevention/PRE-Brochure-Infection-Control-V7.pdf.coredownload.pdf
http://www.education.gov.au/,AWS,https://www.education.gov.au/newsroom/articles/swinburne-university-celebrates-graduating-women
http://www.education.gov.au/,RDS,https://www.education.gov.au/download/18860/draft-final-ndri-investment-plan-recommendations-investment-ndri-working-group/40093/document/pdf
https://www.dhl.com/id-id/home.html,AWS,https://www.dhl.com/content/dam/dhl/global/core/documents/pdf/glo-core-exhibition-proact-ntroduction-auto-mobility-digital.pdf
https://dialog.lk,AWS,https://www.dialog.lk/news/dialog-empowers-enterprises-with-an-unparalleled-dialog-direct-cloud-connect-service
http://www.ditgroup.jp,AWS,https://www.ditgroup.jp/english/
http://www.ditgroup.jp,CodeDeploy,https://www.ditgroup.jp/showcase/case05.html
http://www.dlapiper.com/,AWS,https://www.dlapiper.com/en/insights/publications/real-estate-gazette/real-estate-gazette-data-centers/new-zealand-data-centres-a-case-for-new-zealand
http://www.dpcomputing.com.au/,AWS,https://www.dpcomputing.com.au/newsletters/2025/2507.htm
http://www.drreddys.com/,S3,https://www.drreddys.com/cms/cms/sites/default/files/2025-06/Integrated%20Annual%20Report%202024-25.pdf
https://www.dupont.com,AWS,https://www.dupont.com/content/dam/dupont/amer/us/en/corporate/about-us/Sustainability/Dupont%202021%20GRI%20Index.pdf
http://www.dynonobel.com.au/,AWS,https://www.dynonobel.com.au/siteassets/guides/dyno_nobel_explosive_engineers_guide_2025_01_hr.pdf
http://www.dzsi.com,AWS,https://dzsi.com/news/news-releases/dzs-participates-in-o-ran-alliance-plugfest-with-mavenir-in-turin-italy/
http://www.edge.id/,AWS Elastic Beanstalk,https://edge.id/articles/types-of-cloud-computing-that-commonly-used-in-indonesia
http://www.effectual.com/,EC2,https://effectual.ai/amazon-web-services-aws/
http://www.effectual.com/,AWS,https://effectual.ai/amazon-web-services-aws/
http://www.elcom.com.au/,AWS,https://www.elcom.com.au/ArticleDocuments/32572/SabrinaReidel_AmazonAWS_CultureofInnovation.pdf.aspx
http://www.elcom.com.au/,Glue,https://www.elcom.com.au/resources/guides/intranet-best-practices
https://www.eliteacademy.id/,AWS cloud,https://www.eliteacademy.id/aws-cloud-practitioner
https://www.eliteacademy.id/,Amazon EC2,https://www.eliteacademy.id/post/mengenal-lebih-jauh-tentang-aws-dalam-dunia-cloud-engineering
http://www.endurancegroup.com/,AWS,https://www.endurancegroup.com/wp-content/uploads/2022/11/25-06-2020-Financial-Results-Q4-FY-2019-20.pdf
http://www.evolutionmining.com.au/,EC2,https://evolutionmining.com.au/wp-content/uploads/2019/03/Miners-take-their-businesses-to-the-cloud-MM-March-2019.pdf
http://www.eximbankindia.in/,AWS,https://www.eximbankindia.in/Assets/Dynamic/PDF/Tenders/Hindi/1907PTenders.pdf
http://www.fastlane.asia/,AWS cloud,https://www.fastlane.asia/certifications/amazon-web-services
http://www.fastlane.asia/,Amazon EC2,https://www.fastlane.asia/amazon-web-services
http://www.fbrice.com.au/,CodeDeploy,https://www.fbrice.com.au/ip-news-insights/lost-property-in-biotech-ip-opportunities-and-risks-in-software-and-big-data/
https://www.fhi360.org,AWS,https://www.fhi360.org/resources/aws-educate-impact-stories/
http://www.fidelity.com/,Lambda,https://www.fidelity.com/bin-public/060_www_fidelity_com/external_fcat/documents/A-guide-to-designing-a-conversational-digital-human-avatar-final.pdf
http://www.fisglobal.com/,AWS,https://www.fisglobal.com/-/media/fisglobal/files/pdf/white-paper/mbp_cloud-enabled-core-banking_white-paper.pdf
http://www.focus-s.com,WAF,https://www.focus-s.com/note/0018
http://www.frequentis.com/,EC2,https://www.frequentis.com/sites/default/files/support/2021-12/D3.1%20Report%20on%20State-of-the-Art%20of%20Relevant%20Concepts.pdf
http://www.galexia.com/,Shield,https://www.galexia.com/public/about/news/print-index.html
http://www.gehealthcare.com/,CloudFront,https://www.gehealthcare.com/products/advanced-visualization/platforms/aw-server?srsltid=AfmBOooX4eTUTqPpAv74SmyfYY0mBzdUMWwycNSa04eam9ogH5aqzf4p
http://www.gilead.com/,AWS,https://www.gilead.com/-/media/gileadcorpredesign/pdf/company/annual-esg-reports/2024-responsible-business-and-impact-report.pdf
https://gits.id/,Amazon EC2,https://gits.id/blog/aws-vs-google-cloud-mana-lebih-bagus/
www.givaudan.com,AWS,https://www.givaudan.com/files/giv-2021-cdp-questionnaire-water.pdf
https://www.gsk.com/,S3,https://www.gsk.com/media/iwxac4h1/annual-report-2023.pdf
http://www.globalwavenet.com/,AWS,https://globalwavenet.com/blog-posts/wavenet-launches-a-revolutionary-containerized-application-orchestration-platform-for-csps---ahasa-r
http://www.gnauniversity.edu.in/,AWS cloud,https://www.gnauniversity.edu.in/b-tech-in-computer-science-and-engineering-with-cloud-computing
https://www.goethe.de/ins/id/en/index.html,AWS,https://www.goethe.de/prj/sff/en/aws.html
https://www.going.cloud/,AWS,https://www.going.cloud/solutions-billing-service
http://www.goldenagri.com.sg/,AWS,https://www.goldenagri.com.sg/meet-our-women-scientists-at-smartri-who-make-agriculture-smarter/
http://www.grandtechcloud.com,AWS,https://www.grandtechcloud.com/files/file_pool/1/0K216282418976122749/Lifesize%20Cloud%20Security.pdf
http://www.groupon.com.au/,AWS,https://www.groupon.com.au/deals/alpha-academy-529
http://www.gsoftcomm.net/,EC2,https://www.gsoftcomm.net/blogs/detecting-unusual-spend-with-aws-cost-anomaly-detection/
https://www.theguardian.com/international,EC2,https://www.theguardian.com/technology/2017/feb/02/amazon-web-services-the-secret-to-the-online-retailers-future-success
https://www.gunungrajapaksi.com/,AWS,https://www.gunungrajapaksi.com/upload/public/download/SR_GGRP_FINAL_2022.pdf
https://www.haier.com/in/,AWS,https://www.haier.com/press-events/news/20220616_182530.shtml
https://www.halodoc.com/?srsltid=AfmBOooSy_aLiZxEmevTXVTl5F4Iq19o6z_VrZ9GP5SW2ge1PmBd7_Iu,AWS,https://www.halodoc.com/kesehatan/syndrome-alice-dan-wonderland-todd?srsltid=AfmBOoqV_cAsayuT5p2hAI6hNv5-LjIKKbLCbsT3coLoB_WgOi8G2z4w
http://www.hapseng.com.my/,AWS,https://www.hapseng.com.my/en/download/annualreports/consolidated/ar2016.pdf
http://www.happiestminds.com,EC2,https://www.happiestminds.com/about-us/alliance/amazon-web-services/
http://www.happiestminds.com,AWS cloud,https://www.happiestminds.com/about-us/alliance/amazon-web-services/
http://www.hays.com.au/,IAM,https://www.hays.com.au/it/online-learning/skills-development
https://www.homecredit.ph,AWS,https://www.homecredit.ph/dam/jcr:385004be-0c7a-4a38-a024-a632df50ad38/Privacy-by-Design-2024
http://www.hba.com/,AWS,https://www.hba.com/China/12680.pdf
http://www.host.sg/,AWS,https://www.host.sg/wp-content/uploads/2024/01/Stratus_Machine-Design_eBook_HMI-SCADA-3.pdf
https://www.hp.com/id-id/home.html,AWS cloud,http://www.hp.com/education/sections/cloud-courselist.html
http://www.hudson.sg/,AWS,https://www.hudson.sg/jobview/data-platform-engineer-backend/fcce9b79-fea4-4a87-8f4e-feeb5f5decc4/expired/
http://www.i-sprint.com/,IAM,https://www.i-sprint.com/sp-test/
http://www.ie.com.au,AWS,https://www.ie.com.au/insights/futureproduct-what-is-generative-ai-and-what-problem-is-it-solving
http://www.iluka.com/,AWS,https://www.iluka.com/media/qwthwp3a/s180481_sheet-4-amenity-and-environmental-quality-v1.pdf
https://imagination.com/,AWS,https://imagination.com/work/how-to-solve-tough-problems-with-aws-technology/
https://www.linkedin.com/company/imperial-brands-plc/about/,Amazon EC2,https://www.linkedin.com/company/amazon-web-services
https://www.linkedin.com/company/imperial-brands-plc/about/,AWS cloud,https://www.linkedin.com/company/amazon-web-services
https://www.indiatvnews.com/,EC2,https://www.indiatvnews.com/technology/news-new-aws-cloud-service-opens-doors-to-apple-developers-for-macs-668609
http://www.accenture.com/,AWS cloud,https://www.accenture.com/bg-en/services/cloud/aws-business-group
http://www.accenture.com/,Rekognition,https://www.accenture.com/au-en/careers/jobdetails?id=R00094521_en
https://www.airasia.com/en/gb,EC2,https://www.airasia.com/cdn/docs/common-docs/amazon-hackathon-kit-for-airasia-airvolution.pdf
https://www.infosecventures.com/,AWS,https://www.infosecventures.com/post/cybersecurity-funding-news-week-of-14-august-2023
http://www.infrontconsulting.asia/,AWS,https://infrontconsulting.asia/services-managed-it/
http://www.infrontconsulting.asia/,CodePipeline,https://infrontconsulting.asia/services-managed-it/
http://www.innovins.com,AWS Lambda,https://www.innovins.com/
https://www.inpex.com.au/,AWS,https://www.inpex.com.au/media/q3jj3ohe/0000-ah-std-60053_rev2-extreme-weather-management-standard.pdf
http://www.iare.ac.in,AWS,https://www.iare.ac.in/?q=e-governance-iare
https://www.integreon.com/,AWS,https://www.integreon.com/gen-ai-is-a-journey-not-a-sprint/
http://www.interarchbuildings.com/,AWS,https://www.interarchbuildings.com/pdf/Technical-Manual.pdf
http://www.intercloud.com/,AWS,https://www.intercloud.com/partners/aws
http://www.itlindia.com/,AWS,https://www.itlindia.com/docs/Annual_Report_2021-2022.pdf
http://www.iom.int,IAM,https://www.iom.int/sites/g/files/tmzbdl486/files/rfp_for_mimosa_nextgen_-_phase_2_dec_2020.pdf
https://www.iopex.com/,AWS,https://www.iopex.com/case-studies/aws-cost-optimization-services
https://www.iqvia.com/,AWS cloud,https://www.iqvia.com/-/media/iqvia/pdfs/us/insight-briefs/2024/driving-data-replication-initiatives.pdf
https://www.iqvia.com/,S3,https://www.iqvia.com/-/media/iqvia/pdfs/us/insight-briefs/2024/driving-data-replication-initiatives.pdf
http://www.isentia.com/,AWS,https://www.isentia.com/in-the-news/
http://www.itconvergence.com/,AWS,https://www.itconvergence.com/hybrid-cloud/
http://www.itls.io/,Amazon EC2,https://www.itls.io/amazon-web-services
http://www.itls.io/,AWS cloud,https://www.itls.io/amazon-web-services
http://www.jpmorganchase.com/,AWS,https://www.jpmorganchase.com/newsroom/stories/sairam-naragoni
http://www.jainam.in,AWS,https://www.jainam.in/artificial-intelligence-stocks-in-india/
https://www.jmfinancialservices.in/,AWS,https://www.jmfinancialservices.in/market-news-and-insights/1586812
https://www.jmfinancialservices.in/,AWS cloud,https://www.jmfinancialservices.in/market-news-and-insights/1592448
https://www.deere.com/,Shield,https://www.deere.com/assets/pdfs/region-4/industries/government-and-military-sales/contracts/price-pages/agricultural/A8_20171204.pdf
http://www.kantar.com/,Glue,https://www.kantar.com/campaigns/dimension/boosting-brand-reputation
http://www.kgieworld.co.th/,AWS,https://www.kgieworld.co.th/corporate/assets/base/pdf/wealth/Morning_Snapshot_New_7_Feb_2025_07022025.pdf
http://www.boeingdistribution.com/,AWS,https://www.boeingdistribution.com/product/HYDRAULIC+OIL/CASTROL+HYSPIN+AWS+32/CASTR0L-HYSPIN-AWS32-20LI
http://www.komatsu.com.au/,SQS,https://www.komatsu.com.au/getmedia/b1e81752-7031-4959-8584-300661c7f853/Smart-Quarry-Site-brochure.pdf
https://www.korearatings.com/eng/index.do,AWS,http://www.korearatings.com/component/webzine/670/a4.pdf
http://www.kraftheinzcompany.com/,AWS,https://www.kraftheinzcompany.com/terms_conditions_purchase/purchase_terms/Heinz%20ABC%20PO%20Terms%20%20Conditions.pdf
https://www.lg.com/in/?srsltid=AfmBOopnLMAlNPOLSjthR1UGtwP1jPy-_Nu4pLQ_O5tmAHYPLqJgEO97,AWS,https://www.lg.com/global/business/download/resources/CT00000233/CT00000233_33216.pdf
http://www.logicwireless.co.nz,AWS,https://www.logicwireless.co.nz/product/eventide-communications-nexlog-dx-series-recorders/
http://www.logicalis.com/,AWS,https://www.logicalis.com/insights/news/budget-cuts-innovation-CIOreport
http://www.lotte.co.kr,AWS,https://www.lotte.co.kr/upload/report/shopping/2021_sustainability_report_E.pdf
https://safe.security,EC2,https://docs.safe.security/docs/aws
https://docs.safe.security/,Amazon S3,https://docs.safe.security/docs/aws
http://www.mtechpro.com,VPC,https://www.mtechpro.com/marketing/newsletter/2019/oct/dyncontent/Darktrace_EISv4_including_Cyber_AI_Analyst_Customer_Brief.pdf
https://www.maersk.com/,AWS,https://www.maersk.com/~/media_sc9/maersk/news/press-releases/files/2020/06/200609-news-release-maersk-fleet-to-improve-ocean-and-climate-science.pdf
http://www.makino.com.sg/,AWS,https://www.makino.com.sg/makino-sa/media/general/Makino_Singapore_Application_Form.pdf
http://www.manildra.com.au/,AWS,https://www.manildra.com.au/documents/environmental/Odour%20Audits/Independent%20Odour%20Audit%202021%20-%20Part%202.pdf
http://www.marketsandmarkets.com,AWS,https://www.marketsandmarkets.com/ResearchInsight/cloud-computing-market.asp
http://www.marketsandmarkets.com,Lambda,https://www.marketsandmarkets.com/ResearchInsight/serverless-computing-market.asp
http://www.mathrubhumi.com,AWS,https://www.mathrubhumi.com/technology/news/aws-user-group-calicut-meet-up-ul-cyberpark-1.8422832
https://www.maybank.co.id,AWS,https://www.maybank.co.id/en/corporateinformation/CorporateGovernance/gcg-implementation-report/-/media/Downloaded%20Content/Laporan-Tata-Kelola/GCG_MBI_AR2024_ENG.pdf
https://www.maybank.co.id,Shield,https://www.maybank.co.id/-/media/Downloaded-Content/Laporan-Tahunan/Annual-Report-Maybank-Indonesia-2024.pdf
http://www.metrohm.com/,AWS,https://www.metrohm.com/de_de/legal/datenschutzerklaerung.html
http://www.milbank.com/,AWS,https://www.milbank.com/a/web/122430/Revising-Cloud-Contracts-In-Light-Of-Capital-One-Cyberattack.pdf
http://www.milbank.com/,Shield,https://www.milbank.com/a/web/160402/Alice-at-Seven-Journal-of-the-Patent-and-Trademark-Office-Societ.pdf
http://www.minfytech.com,AWS,https://www.minfytech.com/blogs/top-3-cloud-computing-trends-for-aws-customers-in-2025
http://www.minfytech.com,EC2,https://www.minfytech.com/blogs/top-3-cloud-computing-trends-for-aws-customers-in-2025
http://www.minfytech.com,S3,https://www.minfytech.com/blogs/top-3-cloud-computing-trends-for-aws-customers-in-2025
http://www.minterellison.com/,AWS,https://www.minterellison.com/articles/use-of-ai-in-the-healthcare-sector
https://www.molex.com/en-us/contact/molex-korea-distributors,AWS,https://www.molex.com/en-us/news/molex-releases-findings-of-data-center-on-wheels-global
http://www.motherson.com,Shield,https://www.motherson.com/storage/investor-presentations/2020_2021/Motherson-Investor-Meet-2020-Divisional-Presentations.pdf
https://www.movate.com/,AWS Lambda,https://www.movate.com/glossary/aws-integration-services/
http://www.microsoft.com/,AWS cloud,https://www.microsoft.com/en-us/download/details.aspx?id=56124
http://www.multisystemtechnologies.com/,AWS,https://www.multisystemtechnologies.com/software-development-3/10-essential-azure-devops-instruments-for/
http://www.murata.com/,AWS cloud,https://www.murata.com/webinars/connectivity-202105
http://www.myrepublic.net,IAM,https://myrepublic.net/sg/wp-content/uploads/sites/2/2023/01/MyRepublic-Whitepaper-3.6_new-1.pdf
https://ontoinnovation.com/,Amazon EC2,https://www.linkedin.com/company/amazon-web-services
http://www.netgear.com/,Amazon Cloud,https://www.netgear.com/pl/about/press-releases/2017/netgear-readynas-rr2304/
http://www.netrust.net,IAM,https://www.netrust.net/events/
https://netsoltech.com/,AWS,https://ir.netsoltech.com/press-releases/detail/3210/netsol-technologies-achieves-aws-foundational-technical
http://www.nfolks.com,AWS,https://nfolks.com/bi-bigdata/
http://www.nfolks.com,AWS CloudTrail,http://nfolks.com/move-to-any-cloud/
http://www.nhp.com.au/,CloudFront,https://www.nhp.com.au/products/energy-management-and-power-quality/energy-management/energy-management-solutions/carlo-gavazzi-energy-management-gateways
http://www.niit.com,AWS cloud,https://www.niit.com/india/wp-content/uploads/2025/01/Cloud-Computing.pdf
http://www.novigi.com.au,AWS,https://www.novigi.com.au/2022-1-24-cutting-the-cord-contact-centre-transformation/
https://www.nsbluescope.com/asean/,AWS,https://www.nsbluescope.com/vn/wp-content/uploads/sites/8/2022/12/bluescope-sustainability-report-2021_22.pdf
http://www.businessnsw.com/,AWS,https://www.businessnsw.com/events/on-demand-learning-hub/ai-and-new-technologies-and-what-they-mean-for-business
https://www.ntt.com,EC2,https://www.ntt.com/bizon/glossary/e-a/aws.html
https://www.ntt.com,Amazon S3,https://www.ntt.com/bizon/glossary/e-a/aws.html
http://www.nzx.com/,AWS,https://www.nzx.com/announcements/409433
http://www.oag.com/,AWS,https://www.oag.com/knowledge/checkpointing-with-azure-event-hubs
http://www.oceanagold.com/,Shield,https://careers.oceanagold.com/job/mine-maintenance-welder-in-kershaw-jid-587
http://www.offsec.com/,IAM,https://www.offsec.com/learning/paths/offensive-cloud-foundations/
https://www.ogilvy.com,AWS,https://www.ogilvy.com/ideas/amazon-brand-service-can-it-be-both
http://www.ogilvyasia.com/,AWS,https://www.ogilvy.com/ideas/amazon-brand-service-can-it-be-both
