QC,company_name,domain,Confidence Level,Vmware Detection,Firmo Status,keyword,company_url,AWS - Previous Detected Date,AWS - Last Detected Link,AWS - Last Detected Date,Remark,
Krishna,Sterlite Technologies,http://www.stl.tech,HIGH,VMware,,IAM,https://stl.tech/wp-content/uploads/2023/03/Getting-BSS-on-Cloud-Strategy-Right_Webinar_compressed.pdf,,,,,https://stl.tech/wp-content/uploads/2023/03/Getting-BSS-on-Cloud-Strategy-Right_Webinar_compressed.pdf
Krishna,Strand Life Sciences Pvt. Ltd.,https://strandls.com/,HIGH,VMware,Working,Amazon EC2,https://venus.strandls.com/content/documents/2f9e433b-e148-4941-9965-dc3b07285444/ca66111de4264982841417db6b9b4a3e.pdf,,,,,https://venus.strandls.com/content/documents/2f9e433b-e148-4941-9965-dc3b07285444/ca66111de4264982841417db6b9b4a3e.pdf
Krishna,Strand Life Sciences Pvt. Ltd.,https://strandls.com/,HIGH,VMware,,AWS cloud,https://venus.strandls.com/content/documents/2f9e433b-e148-4941-9965-dc3b07285444/ca66111de4264982841417db6b9b4a3e.pdf,,,,,https://venus.strandls.com/content/documents/2f9e433b-e148-4941-9965-dc3b07285444/ca66111de4264982841417db6b9b4a3e.pdf
Krishna,Studiotech Australia,http://www.studiotechau.com/,HIGH,VMware,,S3,https://www.studiotechau.com/cms/?start=30,,,,,https://www.studiotechau.com/cms/?start=30
Krishna,Subex Limited,https://www.subex.com/,HIGH,VMware,,AWS,https://www.subex.com/case-studies/,,,,,https://www.subex.com/case-studies/
Krishna,Sulekha.com,http://www.sulekha.com,HIGH,VMware,Invalid Industry,EC2,https://www.sulekha.com/amazon-web-services-training/,,,,Courses Provider,https://www.sulekha.com/amazon-web-services-training/
Krishna,Sulekha.com,http://www.sulekha.com,HIGH,VMware,,AWS cloud,https://www.sulekha.com/amazon-web-services-training/,,,,,https://www.sulekha.com/amazon-web-services-training/
Krishna,Sun TV Network Ltd.,https://www.suntv.in/,HIGH,VMware,Working,AWS,https://www.suntv.in/pdf/Finance/Unaudited_Financial_Results_for_the_Quarter_ended_30th_sept-2019.pdf,,,,,https://www.suntv.in/pdf/Finance/Unaudited_Financial_Results_for_the_Quarter_ended_30th_sept-2019.pdf
Krishna,Suntv,https://www.suntv.in/,HIGH,VMware,Working,AWS,https://www.suntv.in/pdf/Finance/Unaudited_Financial_Results_for_the_Quarter_ended_30th_sept-2019.pdf,,,,,https://www.suntv.in/pdf/Finance/Unaudited_Financial_Results_for_the_Quarter_ended_30th_sept-2019.pdf
Krishna,Sutherland Global Services Pvt Ltd,https://www.sutherlandglobal.com/,,VMware,Working,Shield,https://www.sutherlandglobal.com/services/cloud,,,,,https://www.sutherlandglobal.com/services/cloud
Krishna,Synpulse,https://www.synpulse.com/en,HIGH,VMware,,Fargate,https://www.synpulse.com/en/insights/cloud-trends-2020,,,,,https://www.synpulse.com/en/insights/cloud-trends-2020
Krishna,Talent,http://www.talentinternational.com,HIGH,VMware,Working,EC2,https://www.talentinternational.com/job/aws-agentic-ai-engineer-bbbh133084_1749679423/,,,,,https://www.talentinternational.com/job/aws-agentic-ai-engineer-bbbh133084_1749679423/
Krishna,Talent,http://www.talentinternational.com,HIGH,VMware,,S3,https://www.talentinternational.com/job/aws-agentic-ai-engineer-bbbh133084_1749679423/,,,,,https://www.talentinternational.com/job/aws-agentic-ai-engineer-bbbh133084_1749679423/
Krishna,Talentica Software (India) Pvt. Ltd.,http://www.talentica.com/,HIGH,VMware,,EC2,https://www.talentica.com/blogs/aws-ecs-amazon-elastic-container-service/,,,,,https://www.talentica.com/blogs/aws-ecs-amazon-elastic-container-service/
Krishna,TalentPro India HR Pvt Ltd,http://www.talentproindia.com/,HIGH,VMware,,EBS,https://www.talentproindia.com/services/it-recruitment/,,,,,https://www.talentproindia.com/services/it-recruitment/
Krishna,TATA TELESERVICES LTD.,http://www.tatatelebusiness.com,HIGH,VMware,,S3,https://www.tatatelebusiness.com/case-studies/major-healthcare-service-provider-secures-aws-usage-with-secure-connect/,,,,,https://www.tatatelebusiness.com/case-studies/major-healthcare-service-provider-secures-aws-usage-with-secure-connect/
Krishna,"TBN Software Co., Ltd.",http://www.tbn.co.th,HIGH,VMware,Working,AWS,https://tbn.co.th/unleash-business-efficiency-low-code-mendix-aws/,,,,TBN Software Co. Ltd. in Thailand is actually TBN Corporation,https://tbn.co.th/unleash-business-efficiency-low-code-mendix-aws/
Krishna,Teamlease services limited,https://www.teamlease.com/,LOW,VMware,Working,AWS cloud,https://www.teamlease.com/amazon-aws-jobs,,,,,https://www.teamlease.com/amazon-aws-jobs
Krishna,Teamlease services limited,https://www.teamlease.com/,LOW,VMware,,RDS,https://www.teamlease.com/amazon-aws-jobs,,,,,https://www.teamlease.com/amazon-aws-jobs
Krishna,Telangana University,http://www.telanganauniversity.ac.in/,HIGH,VMware,Invalid Industry,EC2,http://www.telanganauniversity.ac.in/TU/syllabus-pg/19.pdf,,,,,http://www.telanganauniversity.ac.in/TU/syllabus-pg/19.pdf
Krishna,Telangana University,http://www.telanganauniversity.ac.in/,HIGH,VMware,,SageMaker,http://www.telanganauniversity.ac.in/TU/syllabus-pg/19.pdf,,,,,http://www.telanganauniversity.ac.in/TU/syllabus-pg/19.pdf
Krishna,The Indian Express Private Limited,http://www.indianexpress.com,LOW,VMware,Working,AWS,https://indianexpress.com/article/technology/tech-news-technology/amazon-loses-an-aws-generative-ai-boss-as-tech-talent-shuffle-heats-up-10091626/,,,,,https://indianexpress.com/article/technology/tech-news-technology/amazon-loses-an-aws-generative-ai-boss-as-tech-talent-shuffle-heats-up-10091626/
Krishna,The Indian Express Private Limited,http://www.indianexpress.com,LOW,VMware,,Amazon EC2,https://indianexpress.com/article/technology/artificial-intelligence/aws-reinvent-2024-from-upgrades-to-amazon-bedrock-to-nova-foundation-models-key-takeaways-9705200/,,,,,https://indianexpress.com/article/technology/artificial-intelligence/aws-reinvent-2024-from-upgrades-to-amazon-bedrock-to-nova-foundation-models-key-takeaways-9705200/
Krishna,The Malayala Manorama Co Private Limited,https://www.manoramaonline.com/,HIGH,VMware,,SageMaker,https://www.manoramaonline.com/education/campus-updates/2018/12/14/machine-learning-technology-amazon.html,,,,,https://www.manoramaonline.com/education/campus-updates/2018/12/14/machine-learning-technology-amazon.html
Krishna,The Walk Agency,http://www.thewalk.au,HIGH,VMware,Working,AWS cloud,https://www.thewalk.au/our-work/sharing-customer-stories-to-showcase-the-power-of-the-aws-cloud/,,,,,https://www.thewalk.au/our-work/sharing-customer-stories-to-showcase-the-power-of-the-aws-cloud/
Krishna,thephillips.com.au,https://www.philips.com.au/,HIGH,VMware,Working,AWS,https://www.philips.com.au/c-dam/b2bhc/master/hts/healthsuite/hsdp-virtual-clinical-trials.pdf,,,,,https://www.philips.com.au/c-dam/b2bhc/master/hts/healthsuite/hsdp-virtual-clinical-trials.pdf
Krishna,thephillips.com.au,https://www.philips.com.au/,HIGH,VMware,,S3,https://www.philips.com.au/c-dam/b2bhc/master/hts/healthsuite/hsdp-health-cloud-strategic-playbook.pdf,,,,,https://www.philips.com.au/c-dam/b2bhc/master/hts/healthsuite/hsdp-health-cloud-strategic-playbook.pdf
Krishna,Thermo Fisher Scientific K.K.,https://www.thermofisher.com/in/en/home/life-science/bioproduction/gibco-bioprocessing/media-manufacturing-services.html?gclid=Cj0KCQjwkN--BhDkARIsAD_mnIp_HUczB7dLIBIb2iLhjHdbc0pa7Ly1VnJ7aear224afKq4z2Afk1saAvAXEALw_wcB&cid=bpd_cct_cgt_r01_co_cp1494_pjt9294_col000000_0se_gaw_rs_awa_kt_s00_COF&ef_id=Cj0KCQjwkN--BhDkARIsAD_mnIp_HUczB7dLIBIb2iLhjHdbc0pa7Ly1VnJ7aear224afKq4z2Afk1saAvAXEALw_wcB:G:s&s_kwcid=AL!3652!3!713476762791!b!!g!!thermo%20fisher%20media!21701325515!168435202698&gad_source=1,LOW,VMware,,S3,https://www.thermofisher.com/us/en/home/products-and-services/promotions/industrial/samplemanager-lims-software-cloud-services.html,,,,,https://www.thermofisher.com/us/en/home/products-and-services/promotions/industrial/samplemanager-lims-software-cloud-services.html
Krishna,Think Palm Technology Pvt. Limited,http://www.thinkpalm.com,HIGH,VMware,,AWS,https://thinkpalm.com/blogs/what-is-aws-iot-and-how-is-it-enhancing-business-operations/,,,,,https://thinkpalm.com/blogs/what-is-aws-iot-and-how-is-it-enhancing-business-operations/
Krishna,ThinkSys Software Pvt Ltd,https://thinksys.com/,HIGH,VMware,Working,AWS,https://thinksys.com/aws/azure-and-aws-business-enabler/,,,,,https://thinksys.com/aws/azure-and-aws-business-enabler/
Krishna,ThinkSys Software Pvt Ltd,https://thinksys.com/,HIGH,VMware,,Amazon RDS,https://thinksys.com/aws/serverless-computing-with-aws-azure-google-cloud/,,,,,https://thinksys.com/aws/serverless-computing-with-aws-azure-google-cloud/
Krishna,TL Consulting Group,http://www.tlconsulting.com.au,HIGH,VMware,Working,AWS,https://tlconsulting.com.au/blogs/top-cloud-plays-in-2023-unlocking-innovation-and-agility/,,,,,https://tlconsulting.com.au/blogs/top-cloud-plays-in-2023-unlocking-innovation-and-agility/
Krishna,TL Consulting Group,http://www.tlconsulting.com.au,HIGH,VMware,,Lambda,https://tlconsulting.com.au/blogs/top-cloud-plays-in-2023-unlocking-innovation-and-agility/,,,,,https://tlconsulting.com.au/blogs/top-cloud-plays-in-2023-unlocking-innovation-and-agility/
Krishna,Tokyo electron korea,https://www.tel.co.jp/,LOW,VMware,Working,AWS,https://www.tel.co.jp/museum/magazine/intractable/report01_03/03.html,,,,,https://www.tel.co.jp/museum/magazine/intractable/report01_03/03.html
Krishna,Toss Bank,https://toss.im/en,LOW,VMware,Working,AWS,https://toss.im/tossfeed/article/amzn-advertisement-business,,,,,https://toss.im/tossfeed/article/amzn-advertisement-business
Krishna,Trangile Services Private Limited,http://www.trangile.com,HIGH,VMware,,EBS,https://trangile.com/2024/10/07/all-you-need-to-know-about-cloud-computing-and-cloud-storage/,,,,,https://trangile.com/2024/10/07/all-you-need-to-know-about-cloud-computing-and-cloud-storage/
Krishna,Tribal Group,http://www.tribalgroup.com/,HIGH,VMware,,EBS,https://www.tribalgroup.com/investors/governance/delivering-growth,,,,,https://www.tribalgroup.com/investors/governance/delivering-growth
Krishna,Tribunnews,https://www.tribunnews.com/,LOW,VMware,,S3,https://www.tribunnews.com/new-economy/2025/04/18/terjadi-gangguan-sistem-aws-sebagian-operasional-platform-investasi-kripto-ikut-terdampak,,,,,https://www.tribunnews.com/new-economy/2025/04/18/terjadi-gangguan-sistem-aws-sebagian-operasional-platform-investasi-kripto-ikut-terdampak
Krishna,Tridiagonal Solutions,https://tridiagonal.com/,HIGH,VMware,Working,AWS,https://tridiagonal.com/events/webinar/pharma-manufacturing-with-aws-iot,,,,,https://tridiagonal.com/events/webinar/pharma-manufacturing-with-aws-iot
Krishna,"True Internet Data Center Co., Ltd",http://www.trueidc.com,HIGH,VMware,Working,Amazon EC2,https://www.trueidc.com/en/service/6/Amazon-Web-Services-Cloud,,,,,https://www.trueidc.com/en/service/6/Amazon-Web-Services-Cloud
Krishna,,,HIGH,VMware,,AWS cloud,https://www.trueidc.com/en/service/6/Amazon-Web-Services-Cloud,,,,,https://www.trueidc.com/en/service/6/Amazon-Web-Services-Cloud
Krishna,UNGP - UNESCAP,http://www.unescap.org/,HIGH,VMware,Working,Amazon EC2,https://www.unescap.org/sites/default/d8files/event-documents/4-1_Accelerating%20Digital%20Transformation%20with%20Cloud%20Computing_Ms.%20Natasha%20Beschorner.pdf,,,,,https://www.unescap.org/sites/default/d8files/event-documents/4-1_Accelerating%20Digital%20Transformation%20with%20Cloud%20Computing_Ms.%20Natasha%20Beschorner.pdf
Krishna,UNGP - UNESCAP,http://www.unescap.org/,HIGH,VMware,,AWS cloud,https://www.unescap.org/sites/default/d8files/event-documents/4-1_Accelerating%20Digital%20Transformation%20with%20Cloud%20Computing_Ms.%20Natasha%20Beschorner.pdf,,,,,https://www.unescap.org/sites/default/d8files/event-documents/4-1_Accelerating%20Digital%20Transformation%20with%20Cloud%20Computing_Ms.%20Natasha%20Beschorner.pdf
Krishna,United Coconut Planters Life Assurance Corporation (Cocolife),https://www.cocolife.com/,,VMware,Working,AWS,https://www.cocolife.com/wp-content/uploads/2024/02/11_COCOLIFE-Global-Consumer-Trends-Investment-Fund-NOVEMBER-2023.pdf,,,,,https://www.cocolife.com/wp-content/uploads/2024/02/11_COCOLIFE-Global-Consumer-Trends-Investment-Fund-NOVEMBER-2023.pdf
Krishna,UnitedLex Corporation,http://www.unitedlex.com/,HIGH,VMware,,AWS cloud,https://unitedlex.com/insights/putting-chatgpt-to-the-patent-analysis-test/,,,,,https://unitedlex.com/insights/putting-chatgpt-to-the-patent-analysis-test/
Krishna,Universitas Perintis Indonesia,http://www.upertis.ac.id/,HIGH,VMware,Invalid Industry,AWS,http://repo.upertis.ac.id/1782/1/Clean-In-Place%20for%20Biopharmaceutical%20Processes.pdf,,,,,http://repo.upertis.ac.id/1782/1/Clean-In-Place%20for%20Biopharmaceutical%20Processes.pdf
Krishna,UPM,http://www.upm.com/,HIGH,VMware,Working,AWS,https://www.upm.com/siteassets/asset/investors/2011/upmannualreport2011.pdf,,,,,https://www.upm.com/siteassets/asset/investors/2011/upmannualreport2011.pdf
Krishna,Validus Wealth,https://www.lgt.com/global-en,HIGH,VMware,Working,AWS,https://www.lgt.com/global-en/market-assessments/market-view/when-10-000-000-000-000-000-000-000-000-000-000-years-become-five-minutes-248522,,,,Validus Wealth operates as a subsidiary under the LGT Group,https://www.lgt.com/global-en/market-assessments/market-view/when-10-000-000-000-000-000-000-000-000-000-000-years-become-five-minutes-248522
Krishna,VALUELABS LLP,http://www.valuelabs.com,HIGH,VMware,,Shield,https://www.valuelabs.com/partners/aws/,,,,,https://www.valuelabs.com/partners/aws/
Krishna,Veritas,http://www.veritas.com/,HIGH,VMware,Working,Amazon EC2,https://www.veritas.com/solution/amazon-web-services,,,,Veritas Technologies LLC was acquired by Cohesity. ,https://www.veritas.com/solution/amazon-web-services
Krishna,,,HIGH,VMware,,AWS cloud,https://www.veritas.com/solution/amazon-web-services,,,,,https://www.veritas.com/solution/amazon-web-services
Krishna,,,HIGH,VMware,,Shield,https://www.vertexplus.com/blog/emerging-iot-technologies-you-need-to-know,,,,,https://www.vertexplus.com/blog/emerging-iot-technologies-you-need-to-know
Krishna,,,HIGH,VMware,,AWS cloud,https://www.vertiv.com/globalassets/products/monitoring-control-and-management/software/turning-your-data-center-into-a-strategic-asset.pdf,,,,,https://www.vertiv.com/globalassets/products/monitoring-control-and-management/software/turning-your-data-center-into-a-strategic-asset.pdf
Krishna,VirtualTechGurus,https://virtualtechgurus.com,HIGH,VMware,,EC2,https://virtualtechgurus.com/aws-cloud-management-tools/,,,,,https://virtualtechgurus.com/aws-cloud-management-tools/
Krishna,"Visionet Data Internasional, PT",http://visionet.co.id/,HIGH,VMware,Working,EC2,https://www.visionet.co.id/articles/must-know-these-are-the-advantages-of-aws-cloud-for-business/,,,,,https://www.visionet.co.id/articles/must-know-these-are-the-advantages-of-aws-cloud-for-business/
Krishna,,http://visionet.co.id/,HIGH,VMware,,AWS,https://www.visionet.co.id/articles/must-know-these-are-the-advantages-of-aws-cloud-for-business/,,,,,https://www.visionet.co.id/articles/must-know-these-are-the-advantages-of-aws-cloud-for-business/
Krishna,Vitarich Corporation,http://www.vitarich.com/,HIGH,VMware,Working,AWS,https://vitarich.com/wp-content/uploads/2020/10/GIS-2020.pdf,,,,,https://vitarich.com/wp-content/uploads/2020/10/GIS-2020.pdf
Krishna,Volkswagen Financial Services,https://www.vwfs.com.au/,,VMware,Working,S3,https://www.vwfs.com/content/dam/bluelabel/valid/www-vwfs-com/investor-relations/vwfs-ag/asset-backed-securities/volkswagen-d-ieteren-finance-sa-/driver-belgium-master/Driver%20Belgium%20Master%20-%20Base%20Prospectus.pdf,,,,Website and linkedin updated,https://www.vwfs.com/content/dam/bluelabel/valid/www-vwfs-com/investor-relations/vwfs-ag/asset-backed-securities/volkswagen-d-ieteren-finance-sa-/driver-belgium-master/Driver%20Belgium%20Master%20-%20Base%20Prospectus.pdf
Krishna,,,HIGH,VMware,,S3,https://www.emergys.com/blog/migrating-data-from-amazon-redshift-to-snowflake/,,,,,https://www.emergys.com/blog/migrating-data-from-amazon-redshift-to-snowflake/
Krishna,wavelabs,https://www.veltris.com/,HIGH,VMware,,EC2,https://www.veltris.com/blogs/everything-you-need-to-know-about-aws-cloud-computing/,,,,,https://www.veltris.com/blogs/everything-you-need-to-know-about-aws-cloud-computing/
Krishna,Wavenet International Pvt,https://www.globalwavenet.com/,HIGH,VMware,Invalid Country,AWS,https://globalwavenet.com/blog-posts/wavenet-launches-a-revolutionary-containerized-application-orchestration-platform-for-csps---ahasa-r,02 2021,,,Sri lanka ,https://globalwavenet.com/blog-posts/wavenet-launches-a-revolutionary-containerized-application-orchestration-platform-for-csps---ahasa-r
Krishna,WESTPAC BANKING CORPORATION,https://www.westpac.com.au/about-westpac/global-locations/westpac-in-asia/,LOW,VMware,,Shield,https://www.westpac.com.au/business-banking/transaction-accounts/business-one-plus/partner-offers/,,,,,https://www.westpac.com.au/business-banking/transaction-accounts/business-one-plus/partner-offers/
Krishna,Whizlabs Software Pvt. Ltd.,http://www.whizlabs.com,LOW,VMware,,EC2,https://www.whizlabs.com/aws-certifications/,,,,,https://www.whizlabs.com/aws-certifications/
Krishna,Wiseguy,https://www.wiseguyreports.com,HIGH,VMware,Working,AWS,https://www.wiseguyreports.com/reports/automotive-winches-system-aws-market,,,,,https://www.wiseguyreports.com/reports/automotive-winches-system-aws-market
Krishna,Wiseguy,https://www.wiseguyreports.com,HIGH,VMware,,Amazon DynamoDB,https://www.wiseguyreports.com/reports/cloud-native-database-market,,,,,https://www.wiseguyreports.com/reports/cloud-native-database-market
Krishna,X-Team,http://www.x-team.com,HIGH,VMware,Working,AWS,https://x-team.com/magazine/aws-mistakes-to-avoid,12 2022,,,,https://x-team.com/magazine/aws-mistakes-to-avoid
Krishna,,,HIGH,VMware,,S3,https://x-team.com/magazine/aws-mistakes-to-avoid,,,,,https://x-team.com/magazine/aws-mistakes-to-avoid
Krishna,Xebia India Pvt. Ltd.,https://xebia.com/,HIGH,VMware,,AWS,https://website.xebia.com/digital-transformation/cloud/amazon-web-services/,,,,,https://website.xebia.com/digital-transformation/cloud/amazon-web-services/
Krishna,Yancoal Australia Limited,http://www.yancoal.com.au,HIGH,VMware,Working,AWS,https://www.yancoal.com.au/wp-content/uploads/2024/10/Austar-Stage-3-EA-Appendix-17-Air-Quality.pdf,,,,,https://www.yancoal.com.au/wp-content/uploads/2024/10/Austar-Stage-3-EA-Appendix-17-Air-Quality.pdf
Krishna,Yuanta Securities Thailand Co Ltd,http://www.yuanta.co.th,,VMware,Invalid Country,AWS,https://www.yuanta.co.th/blog/stock/5-outstanding-stocks-from-foreign-stock-markets,,,,Linkedin Not Relevant,https://www.yuanta.co.th/blog/stock/5-outstanding-stocks-from-foreign-stock-markets
Krishna,ZDNet Korea,http://www.zdnet.co.kr,HIGH,VMware,,S3,https://zdnet.co.kr/view/?no=20240802135305,,,,,https://zdnet.co.kr/view/?no=20240802135305
Krishna,Zerto,http://www.zerto.com/,HIGH,VMware,,EC2,https://www.zerto.com/myzerto/forums/forum/amazon-aws/,,,,,https://www.zerto.com/myzerto/forums/forum/amazon-aws/
Krishna,Zerto,http://www.zerto.com/,HIGH,VMware,,S3,https://www.zerto.com/myzerto/forums/forum/amazon-aws/,,,,,https://www.zerto.com/myzerto/forums/forum/amazon-aws/
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,26,,,,,,,,,,
